"Age","Status","Studies","YearsOfExperience","Indentation_Length","Nesting_Level","Distance_from_Center","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,2,2,"True",1378,16,,1358.0,1689.0,331.0,365.0,2682.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",3,1,1,1,5,5,"True",3059,16,,1847.0,2911.0,1064.0,-1345.0,6103.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",7,3,1,1,6,6,"True",1454,16,,1527.0,1716.0,189.0,960.0,2283.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",1,3,1,1,6,6,"True",1665,16,,1605.0,2206.0,601.0,-198.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",2,2,1,1,1,1,"True",1504,16,,1624.0,2388.0,764.0,-668.0,4680.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",6,2,1,1,5,5,"True",1819,16,,1819.0,2262.0,443.0,490.0,3591.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",2,2,1,1,3,3,"True",1904,16,,1544.0,1868.0,324.0,572.0,2840.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",5,1,1,1,4,4,"True",1400,16,,1513.0,1822.0,309.0,586.0,2749.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",4,0,1,1,5,5,"True",1511,16,,1653.0,2808.0,1155.0,-1812.0,6273.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",3,1,1,1,4,4,"True",1637,16,,1637.0,1879.0,242.0,911.0,2605.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",2,2,1,1,7,7,"True",2273,16,,1490.0,2273.0,783.0,-859.0,4622.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",2,2,1,1,1,1,"True",2701,16,,1444.0,1833.0,389.0,277.0,3000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",7,3,1,1,7,7,"True",1774,16,,1358.0,1689.0,331.0,365.0,2682.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",7,3,1,1,1,1,"True",1490,16,,1490.0,1727.0,237.0,779.0,2438.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",7,3,1,1,3,3,"True",1362,16,,1604.0,1832.0,228.0,920.0,2516.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,5,5,"True",1390,16,,1413.0,1565.0,152.0,957.0,2021.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,1,1,"True",1651,16,,1444.0,1637.0,193.0,865.0,2216.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,2,2,"True",1471,16,,1361.0,1471.0,110.0,1031.0,1801.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",2,2,1,1,5,5,"True",2918,16,,2041.0,3221.0,1180.0,-1499.0,6761.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",1,3,1,1,2,2,"True",1467,16,,1424.0,1498.0,74.0,1202.0,1720.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,1,1,"True",1214,16,,1435.0,1577.0,142.0,1009.0,2003.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,4,4,"True",1361,16,,1361.0,1471.0,110.0,1031.0,1801.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",4,0,1,1,2,2,"True",1658,16,,1658.0,2011.0,353.0,599.0,3070.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",4,0,1,1,3,3,"True",1565,16,,1413.0,1565.0,152.0,957.0,2021.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",1,3,1,1,2,2,"True",2035,16,,1988.0,2510.0,522.0,422.0,4076.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",4,0,1,1,2,2,"True",1659,16,,1659.0,2260.0,601.0,-144.0,4063.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",6,2,1,1,7,7,"True",3089,16,,1790.0,2941.0,1151.0,-1663.0,6394.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",5,1,1,1,4,4,"True",7250,16,,2866.0,5404.0,2538.0,-4748.0,13018.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",6,2,1,1,2,2,"True",2262,16,,1819.0,2262.0,443.0,490.0,3591.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",2,2,1,1,2,2,"True",1299,16,,1444.0,1833.0,389.0,277.0,3000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",7,3,1,1,4,4,"True",1276,16,,1376.0,1553.0,177.0,845.0,2084.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",6,2,1,1,5,5,"True",1444,16,,1444.0,1650.0,206.0,826.0,2268.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",4,0,1,1,7,7,"True",3402,16,,3505.0,5153.0,1648.0,-1439.0,10097.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",2,2,1,1,2,2,"True",1605,16,,1544.0,1868.0,324.0,572.0,2840.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",5,1,1,1,1,1,"True",2009,16,,2383.0,2778.0,395.0,1198.0,3963.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",1,3,1,1,6,6,"True",1601,16,,1440.0,1503.0,63.0,1251.0,1692.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",6,2,1,1,7,7,"True",1554,16,,1434.0,2000.0,566.0,-264.0,3698.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","10",2,2,1,1,4,4,"True",1442,16,,1490.0,2273.0,783.0,-859.0,4622.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",3,1,1,1,2,2,"True",2635,16,,2635.0,4317.0,1682.0,-2411.0,9363.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",1,3,1,1,4,4,"True",1442,16,,1440.0,1503.0,63.0,1251.0,1692.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","2",3,1,1,1,7,7,"True",2350,16,,2635.0,4317.0,1682.0,-2411.0,9363.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",3,1,1,1,4,4,"True",2122,16,,1847.0,2911.0,1064.0,-1345.0,6103.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",1,3,1,1,6,6,"True",1418,16,,1424.0,1498.0,74.0,1202.0,1720.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",2,2,1,1,5,5,"True",1624,16,,1624.0,2388.0,764.0,-668.0,4680.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",3,1,1,1,3,3,"True",1267,16,,1361.0,1471.0,110.0,1031.0,1801.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",1,3,1,1,3,3,"True",1605,16,,1605.0,2206.0,601.0,-198.0,4009.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",3,1,1,1,4,4,"True",1847,16,,1847.0,2911.0,1064.0,-1345.0,6103.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",1,3,1,1,7,7,"True",1435,16,,1435.0,1577.0,142.0,1009.0,2003.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",3,1,1,1,3,3,"True",1511,16,,1847.0,2911.0,1064.0,-1345.0,6103.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",7,3,1,1,3,3,"True",1275,16,,1490.0,1727.0,237.0,779.0,2438.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",3,1,1,1,1,1,"True",3130,16,,1633.0,2142.0,509.0,106.0,3669.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",2,2,1,1,4,4,"True",1868,16,,1544.0,1868.0,324.0,572.0,2840.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",6,2,1,1,3,3,"True",1339,16,,1790.0,2941.0,1151.0,-1663.0,6394.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","4",7,3,1,1,6,6,"True",1853,16,,1532.0,2487.0,955.0,-1333.0,5352.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","Dynamic",5,1,1,1,1,1,"True",1444,16,,1444.0,1637.0,193.0,865.0,2216.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",5,1,1,1,4,4,"True",3880,16,,2006.0,2596.0,590.0,236.0,4366.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","8",2,2,1,1,5,5,"True",1444,16,,1444.0,1833.0,389.0,277.0,3000.0,"OK"
"between 35 and (excluding) 40","Graduate student (at least BSc finished)","I do not study","more than 1 year, but less than or equal 3 years","6",4,0,1,1,4,4,"True",1618,16,,1659.0,2260.0,601.0,-144.0,4063.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","4",4,0,0,1,1,2,"False",2995,17,,3235.0,4756.0,1521.0,-1328.0,9319.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","4",7,3,1,1,3,3,"True",3065,17,,1290.0,1911.0,621.0,-573.0,3774.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",7,3,1,1,2,2,"True",1931,17,,1321.0,1770.0,449.0,-26.0,3117.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",4,0,1,1,2,2,"True",6316,17,,3321.0,4045.0,724.0,1149.0,6217.0,"Outlier"
"40 or older","Professional software developer","Computer science","more than 5 years","8",4,0,1,1,5,5,"True",3915,17,,1410.0,1534.0,124.0,1038.0,1906.0,"Outlier"
"40 or older","Professional software developer","Computer science","more than 5 years","10",1,3,1,1,3,3,"True",1791,17,,1691.0,1791.0,100.0,1391.0,2091.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","8",5,1,1,1,3,3,"True",3760,17,,1470.0,2901.0,1431.0,-2823.0,7194.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","4",5,1,1,1,1,1,"True",2359,17,,2359.0,2481.0,122.0,1993.0,2847.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","10",1,3,1,1,7,7,"True",1701,17,,1691.0,1791.0,100.0,1391.0,2091.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",2,2,1,1,5,5,"True",2196,17,,1991.0,2196.0,205.0,1376.0,2811.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","4",6,2,1,1,5,5,"True",2905,17,,2630.0,2905.0,275.0,1805.0,3730.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",6,2,1,1,6,6,"True",2291,17,,2251.0,2415.0,164.0,1759.0,2907.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","6",5,1,1,1,3,3,"True",2125,17,,1466.0,1610.0,144.0,1034.0,2042.0,"Outlier"
"40 or older","Professional software developer","Computer science","more than 5 years","10",2,2,1,1,6,6,"True",2061,17,,1485.0,2061.0,576.0,-243.0,3789.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","Dynamic",2,2,1,1,7,7,"True",1821,17,,1261.0,1531.0,270.0,451.0,2341.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",6,2,1,1,6,6,"True",2415,17,,2251.0,2415.0,164.0,1759.0,2907.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","4",4,0,1,1,6,6,"True",5111,17,,3235.0,4756.0,1521.0,-1328.0,9319.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",5,1,1,1,2,2,"True",2232,17,,2232.0,4445.0,2213.0,-4407.0,11084.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",4,0,1,1,7,7,"True",3321,17,,3321.0,4045.0,724.0,1149.0,6217.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","6",7,3,1,1,7,7,"True",1905,17,,1046.0,1672.0,626.0,-832.0,3550.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","6",6,2,1,1,2,2,"True",2586,17,,1780.0,2186.0,406.0,562.0,3404.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","10",4,0,1,1,1,1,"True",3820,17,,1135.0,1755.0,620.0,-725.0,3615.0,"Outlier"
"40 or older","Professional software developer","Computer science","more than 5 years","10",1,3,1,1,4,4,"True",1991,17,,1691.0,1791.0,100.0,1391.0,2091.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","2",4,0,1,1,1,1,"True",3296,17,,3321.0,4045.0,724.0,1149.0,6217.0,"OK"
"40 or older","Professional software developer","Computer science","more than 5 years","6",4,0,1,1,3,3,"True",4591,17,,1782.0,2036.0,254.0,1020.0,2798.0,"Outlier"
"40 or older","Professional software developer","Computer science","more than 5 years","4",4,0,1,1,2,2,"True",3791,17,,3235.0,4756.0,1521.0,-1328.0,9319.0,"OK"
