"Age","Status","Studies","YearsOfExperience","Overlap","Indentation_Length","Nesting_Level","Distance_from_Center","Overlap_Above_Percent","Overlap_Below_Percent","Correct","number_of_given_answers","expected_answer","given_answer","is_correct","time_in_milliseconds","Subject","Name","Q1","Q3","IQR","Lower_Bound","Upper_Bound","Outlier_Flag"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,2,2,"True",878,18,,1063.25,1378.75,315.5,116.75,2325.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,7,7,"True",1327,18,,1063.25,1378.75,315.5,116.75,2325.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,3,3,"True",1033,18,,952.0,1260.75,308.75,25.75,2187.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,7,7,"True",1398,18,,951.5,1363.75,412.25,-285.25,2600.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",2,2,65,95,1,1,7,7,"True",1573,18,,1196.75,1476.75,280.0,356.75,2316.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",2,2,65,95,1,1,5,5,"True",1279,18,,1196.75,1476.75,280.0,356.75,2316.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",2,2,0,100,1,1,5,5,"True",1709,18,,1514.25,1635.5,121.25,1150.5,1999.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",2,2,0,100,1,1,4,4,"True",1508,18,,1514.25,1635.5,121.25,1150.5,1999.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,5,5,"True",1553,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",3,1,65,95,1,1,7,7,"True",2069,18,,1849.0,2353.25,504.25,336.25,3866.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1467,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",4,0,0,100,1,1,6,6,"True",1285,18,,1051.5,1440.25,388.75,-114.75,2606.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,7,7,"True",1215,18,,1017.25,1249.5,232.25,320.5,1946.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",4,0,0,100,1,1,3,3,"True",2791,18,,1597.5,2605.5,1008.0,-1426.5,5629.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",6,2,65,95,1,1,3,3,"True",1328,18,,1155.0,1434.5,279.5,316.5,2273.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",2,2,65,95,1,1,3,3,"True",1214,18,,1196.75,1476.75,280.0,356.75,2316.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,3,3,"True",880,18,,1017.25,1249.5,232.25,320.5,1946.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,4,4,"True",1552,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",6,2,65,95,1,1,2,2,"True",924,18,,1104.5,1441.5,337.0,93.5,2452.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",6,2,65,95,1,1,4,4,"True",1327,18,,1104.5,1441.5,337.0,93.5,2452.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,5,5,"True",1261,18,,1017.25,1249.5,232.25,320.5,1946.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",5,1,0,100,1,1,6,6,"True",1758,18,,1239.75,1729.5,489.75,-229.5,3198.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",4,0,0,100,1,1,7,7,"True",1552,18,,1051.5,1440.25,388.75,-114.75,2606.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,5,5,"True",1280,18,,968.5,1315.75,347.25,-73.25,2357.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",2,2,0,100,1,1,5,5,"True",1664,18,,1371.25,1625.25,254.0,609.25,2387.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",5,1,65,95,1,1,7,7,"True",1396,18,,1063.25,1378.75,315.5,116.75,2325.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,4,4,"True",1489,18,,951.5,1363.75,412.25,-285.25,2600.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",2,2,65,95,1,1,4,4,"True",1394,18,,1343.75,1863.0,519.25,-214.0,3420.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",3,1,0,100,1,1,5,5,"True",1485,18,,1170.5,1400.5,230.0,480.5,2090.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",3,1,0,100,1,1,4,4,"True",1757,18,,1437.25,1739.5,302.25,530.5,2646.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",3,1,65,95,1,1,3,3,"True",1056,18,,1090.0,1451.75,361.75,4.75,2537.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,1,1,"True",923,18,,951.5,1363.75,412.25,-285.25,2600.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",6,2,0,100,1,1,2,2,"True",1189,18,,1005.25,1354.5,349.25,-42.5,2402.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,1,1,"True",922,18,,968.5,1315.75,347.25,-73.25,2357.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",4,0,0,100,1,1,6,6,"True",1665,18,,1143.75,1368.25,224.5,470.25,2041.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,2,2,"True",1208,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,6,6,"True",1530,18,,1073.25,1485.75,412.5,-164.25,2723.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",4,0,65,95,1,1,2,2,"True",1215,18,,1231.75,1540.75,309.0,304.75,2467.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",5,1,65,95,1,1,5,5,"True",1711,18,,1565.75,2206.75,641.0,-357.25,4129.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",5,1,0,100,1,1,1,1,"True",1034,18,,1073.25,1485.75,412.5,-164.25,2723.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,5,5,"True",1372,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",4,0,65,95,1,1,2,2,"True",2746,18,,1744.25,3130.75,1386.5,-2415.25,7290.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",3,1,0,100,1,1,7,7,"True",1574,18,,1257.75,1537.0,279.25,420.0,2374.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,5,5,"True",1216,18,,968.5,1315.75,347.25,-73.25,2357.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,2,2,"True",1146,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",6,2,0,100,1,1,2,2,"True",1596,18,,1279.75,1541.0,261.25,496.0,2324.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",6,2,0,100,1,1,7,7,"True",1640,18,,1279.75,1541.0,261.25,496.0,2324.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,4,4,"True",1735,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",3,1,65,95,1,1,4,4,"True",2206,18,,1508.25,1803.75,295.5,621.75,2690.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,2,2,"True",1104,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",5,1,65,95,1,1,3,3,"True",1122,18,,1260.75,1545.25,284.5,407.25,2398.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",4,0,0,100,1,1,6,6,"True",3282,18,,1597.5,2605.5,1008.0,-1426.5,5629.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,7,7,"True",1441,18,,1115.5,1456.75,341.25,91.75,2480.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",3,1,65,95,1,1,1,1,"True",1938,18,,1508.25,1803.75,295.5,621.75,2690.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",4,0,65,95,1,1,3,3,"True",3195,18,,1744.25,3130.75,1386.5,-2415.25,7290.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,1,1,"True",1125,18,,1023.5,1230.25,206.75,403.25,1850.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,3,3,"True",1307,18,,1264.25,1500.0,235.75,557.0,2207.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,5,5,"True",1349,18,,1079.75,1427.25,347.5,37.25,2469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,7,7,"True",1554,18,,1072.75,1491.25,418.5,-182.75,2746.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",3,1,65,95,1,1,6,6,"True",2070,18,,1849.0,2353.25,504.25,336.25,3866.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",4,0,0,100,1,1,3,3,"True",1169,18,,1100.0,1461.75,361.75,14.75,2547.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",3,1,0,100,1,1,5,5,"True",1328,18,,1072.75,1491.25,418.5,-182.75,2746.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",4,0,0,100,1,1,6,6,"True",1461,18,,1100.0,1461.75,361.75,14.75,2547.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",5,1,0,100,1,1,4,4,"True",1327,18,,968.5,1315.75,347.25,-73.25,2357.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",3,1,65,95,1,1,1,1,"True",1867,18,,1849.0,2353.25,504.25,336.25,3866.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,6,6,"True",1396,18,,1062.5,1362.0,299.5,164.0,2260.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",2,2,0,100,1,1,6,6,"True",1373,18,,1159.5,1524.0,364.5,66.0,2617.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,5,5,"True",1103,18,,1017.25,1249.5,232.25,320.5,1946.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",4,0,0,100,1,1,6,6,"True",1260,18,,1051.5,1440.25,388.75,-114.75,2606.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",6,2,0,100,1,1,1,1,"True",875,18,,1062.5,1362.0,299.5,164.0,2260.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",5,1,65,95,1,1,2,2,"True",1258,18,,1264.25,1500.0,235.75,557.0,2207.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",2,2,65,95,1,1,3,3,"True",1283,18,,1354.75,1617.5,262.75,566.5,2405.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",2,2,65,95,1,1,1,1,"True",877,18,,1017.25,1249.5,232.25,320.5,1946.25,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,7,7,"True",1600,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",4,0,65,95,1,1,1,1,"True",1013,18,,1023.5,1230.25,206.75,403.25,1850.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","14",2,2,0,100,1,1,2,2,"True",966,18,,951.5,1363.75,412.25,-285.25,2600.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,1,1,"True",991,18,,1115.5,1456.75,341.25,91.75,2480.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",3,1,65,95,1,1,1,1,"True",967,18,,952.0,1260.75,308.75,25.75,2187.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","Dynamic",6,2,65,95,1,1,4,4,"True",1438,18,,1079.75,1427.25,347.5,37.25,2469.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","Dynamic",5,1,0,100,1,1,7,7,"True",1213,18,,1115.5,1456.75,341.25,91.75,2480.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","6",4,0,0,100,1,1,1,1,"True",1552,18,,1597.5,2605.5,1008.0,-1426.5,5629.5,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","No_Overlap","10",4,0,0,100,1,1,1,1,"True",1574,18,,1100.0,1461.75,361.75,14.75,2547.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","6",3,1,65,95,1,1,3,3,"True",1484,18,,1849.0,2353.25,504.25,336.25,3866.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",968,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","10",5,1,65,95,0,1,5,6,"False",1416,18,,1260.75,1545.25,284.5,407.25,2398.75,"OK"
"between 35 and (excluding) 40","Professional software developer","I do not study","more than 5 years","Overlap","14",6,2,65,95,1,1,1,1,"True",1057,18,,1057.0,1388.5,331.5,62.5,2383.0,"OK"
